design,seed,n,d,phi,dispersion,fit_end,val_end,test_end,ar_model,method,generating_coordinate,q_total,q_cov,n_active_mean,n_active_diag,n_active_offdiag,reference_condition,mean_dispersion,spectral_shell_low,spectral_shell_high,generator_transport_clip_rate,generator_shell_clip_rate,ridge,val_w2_mean,test_w2_mean,test_w2_median,test_w2_q90,test_mean_component,test_cov_component,n_test_pairs,min_pred_eig,w2_ratio_to_persistence,cov_ratio_to_persistence,mean_ratio_to_persistence
Baseline,11,320,8,0.7,0.15,144,208,320,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.01,0.3737631377527577,0.33474452052574766,0.3141257215803975,0.549977734543011,0.003046336683948718,0.33169818384179894,112,0.1355139371360976,0.9263883972082493,0.9220310637439394,1.9083684499482354
Baseline,11,320,8,0.7,0.15,144,208,320,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.01,0.3752092799389948,0.3431225912169048,0.3116066778109564,0.5810019422856202,0.0031072987823242944,0.34001529243458056,112,0.1817741948958891,0.9495742807802598,0.9451503717674461,1.9465579730549822
Baseline,11,320,8,0.7,0.15,144,208,320,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.01,0.36020348183556794,0.3364201897604372,0.31089115415348273,0.5378967797255839,0.0031544074523495685,0.33326578230808757,112,0.16036773222400746,0.9310257263992907,0.9263885626746083,1.976069057653394
Baseline,11,320,8,0.7,0.15,144,208,320,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.001,0.3618541450389489,0.32171950948793054,0.29490827440346845,0.5219911397110619,0.002272537991573333,0.3194469714963572,112,0.16796598846448674,0.890342343101099,0.8879760133960964,1.4236245872881603
Baseline,12,320,8,0.7,0.15,144,208,320,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,,0.3747912941593397,0.35153877378811443,,,0.0017433532367685755,0.3497954205513459,112,0.07745501852276931,1.0,1.0,1.0
Baseline,12,320,8,0.7,0.15,144,208,320,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.3645047608929341,0.3574726563571348,0.3333563021932401,0.5369923900520466,0.002750923629927032,0.3547217327272078,112,0.18452093000485253,1.0168797384853967,1.014083409577224,1.5779496500812753
Baseline,12,320,8,0.7,0.15,144,208,320,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.3767190307491972,0.37468335830989574,0.3416111060423357,0.5654504026480061,0.002665104475820926,0.37201825383407483,112,0.220015976551337,1.0658379281249113,1.0635309440235137,1.5287231638499603
Baseline,12,320,8,0.7,0.15,144,208,320,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.01,0.36745839888198284,0.3606664381604855,0.3234248742430804,0.558279559271811,0.0027597593202197995,0.35790667884026567,112,0.20302429314026907,1.0259648865301916,1.0231885777010312,1.5830178658085394
Baseline,12,320,8,0.7,0.15,144,208,320,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.0,0.001,0.3535894463453415,0.34418224014231125,0.32015096912136376,0.5311043640393782,0.0021394063257685635,0.3420428338165426,112,0.1971970237912228,0.9790733364444252,0.9778367975127185,1.2271789105311208
Baseline,13,320,8,0.7,0.15,144,208,320,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.003125,0.021875,,0.3856737306446934,0.3684487380159771,,,0.001552717177275713,0.3668960208387014,112,0.04999999999999934,1.0,1.0,1.0
Baseline,13,320,8,0.7,0.15,144,208,320,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.003125,0.021875,0.01,0.39540912244968907,0.3858072252018078,0.3432608047292343,0.6167791024862136,0.0028243459841445703,0.3829828792176633,112,0.12539807023872815,1.047112353483154,1.0438458240626005,1.818970013006468
Baseline,13,320,8,0.7,0.15,144,208,320,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.003125,0.021875,0.01,0.40456687394436,0.41017756764927793,0.36927095268377563,0.6637880045335751,0.0028792427823049094,0.407298324866973,112,0.1308101448296297,1.1132554554481642,1.1101192210695403,1.8543253236604387
Baseline,13,320,8,0.7,0.15,144,208,320,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.003125,0.021875,0.01,0.37921124064213857,0.38136197405239447,0.3455536525420685,0.6169629226082177,0.0028432411342430787,0.37851873291815136,112,0.15609102214782772,1.035047578412,1.031678490415026,1.8311390998015666
Baseline,13,320,8,0.7,0.15,144,208,320,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.003125,0.021875,0.001,0.3713672706768194,0.3671443170583272,0.33360134202715547,0.5977884941148109,0.0021442988162856,0.36500001824204154,112,0.16557904656154213,0.9964596948691588,0.9948323162722624,1.380997677920865
Baseline,14,320,8,0.7,0.15,144,208,320,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,,0.36195951676953864,0.3761891538377837,,,0.0015602621083826318,0.37462889172940106,112,0.04999999999999975,1.0,1.0,1.0
Baseline,14,320,8,0.7,0.15,144,208,320,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.01,0.3746572322325307,0.3902682473901396,0.38529421598587776,0.559955113827774,0.0032448767856008104,0.3870233706045388,112,0.18155059749168728,1.0374255701120692,1.0330846850009914,2.079699794135519
Baseline,14,320,8,0.7,0.15,144,208,320,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.01,0.383648249347297,0.40182985532384663,0.3898074924060053,0.5821481437293132,0.003078387902783026,0.39875146742106354,112,0.18426754032511283,1.0681590663220435,1.064390590859945,1.9729940798050167
Baseline,14,320,8,0.7,0.15,144,208,320,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.01,0.37135196317979846,0.3865407808426777,0.37431638618185803,0.5675991377317902,0.0032519378348711517,0.38328884300780647,112,0.1376323994772414,1.0275170799032598,1.0231160795912682,2.084225347395068
Baseline,14,320,8,0.7,0.15,144,208,320,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.001,0.362174377919229,0.37163788660115965,0.3645620307046507,0.5588098479509119,0.0024386309045360544,0.3691992556966236,112,0.18827324637465476,0.9879016521603742,0.9855066276183009,1.5629623326967415
Baseline,15,320,8,0.7,0.15,144,208,320,full,persistence,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,,0.44400123816168047,0.3703785761627908,,,0.0016693578946661207,0.3687092182681247,112,0.050000000000000724,1.0,1.0,1.0
Baseline,15,320,8,0.7,0.15,144,208,320,full,euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.01,0.43575461985305114,0.40064939173149794,0.37622232126042987,0.6384785587832994,0.0031286103909044763,0.3975207813405934,112,0.19287350124270927,1.0817293912685768,1.0781416944436604,1.874139991730301
Baseline,15,320,8,0.7,0.15,144,208,320,full,cholesky_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.01,0.46156922938228206,0.4203621911401546,0.4013490450503529,0.6297826814084084,0.0031657045363106683,0.41719648660384395,112,0.13125075874818168,1.1349527704739455,1.1315054409636685,1.8963605985424856
Baseline,15,320,8,0.7,0.15,144,208,320,full,log_euclidean_gaussian_ar,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.01,0.4362575463475732,0.3861969671054886,0.36565972769366395,0.5855804934388678,0.0033275528397947165,0.3828694142656938,112,0.13074014181888702,1.0427087093065157,1.0384047788771906,1.9933130279772886
Baseline,15,320,8,0.7,0.15,144,208,320,full,bwar_barycenter,bures_transport,44,36,3,3,10,8.0,0.03,0.05,20.0,0.0,0.003125,0.001,0.43023699723302444,0.372322052124565,0.3614841230209268,0.583811059565718,0.0022682752040480655,0.3700537769205169,112,0.1504252198009381,1.0052472688401934,1.0036466640533366,1.3587710647881956
